Date,Trap,Latitude,Longitude,WnvPresent,NumMosquitos
2011-07-25,T144,41.94016,-87.794896,0,17
2011-07-25,T145,41.878114000000004,-87.629798,0,4
2011-07-25,T147,41.932094,-87.700117,0,32
2011-07-25,T151,41.916265,-87.800515,0,32
2011-07-29,T054,41.921965,-87.632085,0,3
2011-07-29,T061,41.801179,-87.679447,0,5
2011-07-29,T062,41.800737,-87.71188000000001,0,1
2011-08-05,T035,41.763733,-87.742302,0,3
2011-07-29,T230,41.904194,-87.756155,0,81
2011-07-29,T232,41.912563,-87.66805500000001,0,1
2011-07-29,T235,41.776428,-87.627096,0,7
2011-08-05,T002,41.95469,-87.800991,0,24
2011-08-05,T003,41.964242,-87.757639,0,54
2011-08-05,T009,41.992478000000006,-87.862995,0,3
2011-08-05,T011,41.944869,-87.832763,0,20
2011-08-05,T012,41.991429,-87.747113,0,6
2011-08-05,T013,41.923738,-87.785288,0,3
2011-08-05,T027,41.984809000000006,-87.728492,0,10
2011-08-05,T028,41.986921,-87.689778,0,4
2011-08-05,T030,41.899229999999996,-87.716788,0,20
2011-08-05,T031,41.801497999999995,-87.763416,0,21
2011-08-05,T033,41.906638,-87.701431,0,1
2011-08-05,T043,41.857402,-87.694991,0,1
2011-07-29,T226,41.793818,-87.654234,0,44
2011-08-05,T046,41.891118,-87.65449100000001,0,2
2011-08-05,T047,41.868142,-87.696269,0,5
2011-08-05,T048,41.867108,-87.654224,0,11
2011-08-05,T054,41.921965,-87.632085,0,2
2011-08-05,T062,41.800737,-87.71188000000001,0,2
2011-08-05,T063,41.82561,-87.726549,0,20
2011-08-05,T065,41.778296999999995,-87.752411,0,23
2011-08-05,T073,41.773215,-87.60088,0,4
2011-08-05,T074,41.822536,-87.66634300000001,0,7
2011-08-05,T077,41.778748,-87.586427,0,2
2011-08-05,T079,41.766202,-87.562889,0,1
2011-08-05,T080,41.754676,-87.612922,0,9
2011-08-05,T081,41.821582,-87.62779599999999,0,2
2011-08-05,T082,41.803422999999995,-87.642984,0,5
2011-07-29,T228,41.951865999999995,-87.72505699999999,0,3
2011-07-29,T225,41.743402,-87.731435,0,7
2011-07-29,T063,41.82561,-87.726549,0,2
2011-07-29,T128,41.704572,-87.56566600000001,0,4
2011-07-29,T065,41.778296999999995,-87.752411,0,10
2011-07-29,T066,41.77166,-87.703047,0,8
2011-07-29,T073,41.773215,-87.60088,0,13
2011-07-29,T074,41.822536,-87.66634300000001,0,1
2011-07-29,T079,41.766202,-87.562889,0,2
2011-07-29,T080,41.754676,-87.612922,0,3
2011-07-29,T081,41.821582,-87.62779599999999,0,1
2011-07-29,T082,41.803422999999995,-87.642984,0,8
2011-07-29,T089,41.723195000000004,-87.64997,0,1
2011-07-29,T094,41.720848,-87.666014,0,18
2011-07-29,T095,41.704336,-87.70373599999999,0,2
2011-07-29,T099,41.733643,-87.55551,0,1
2011-07-29,T102,41.750498,-87.605294,0,9
2011-07-29,T114,41.798697,-87.736812,0,13
2011-07-29,T135,41.662014,-87.72460799999999,0,6
2011-07-29,T224,41.947227000000005,-87.67145699999999,0,2
2011-07-29,T138,41.726465000000005,-87.585413,0,3
2011-07-29,T145,41.878114000000004,-87.629798,0,4
2011-07-29,T147,41.932094,-87.700117,0,7
2011-07-29,T151,41.916265,-87.800515,0,161
2011-07-29,T152,41.846075,-87.716277,0,7
2011-07-29,T155,41.776156,-87.778927,0,1
2011-07-29,T159,41.732984,-87.649642,0,4
2011-07-29,T160,41.903002,-87.68826700000001,0,20
2011-07-29,T200,41.678618,-87.559308,0,1
2011-07-29,T209,41.740641,-87.546587,0,4
2011-07-29,T218,41.948167,-87.730698,0,1
2011-07-29,T220,41.963976,-87.69181,0,2
2011-07-29,T221,41.659112,-87.53869300000001,0,11
2011-07-29,T222,41.925197999999995,-87.746381,0,4
2011-07-25,T039,41.911823999999996,-87.726737,0,9
2011-07-25,T033,41.906638,-87.701431,0,2
2011-07-11,T039,41.911823999999996,-87.726737,0,4
2011-07-11,T225,41.743402,-87.731435,0,11
2011-07-11,T232,41.912563,-87.66805500000001,0,20
2011-07-11,T231,41.98728,-87.666066,0,3
2011-07-11,T230,41.904194,-87.756155,0,7
2011-07-11,T228,41.951865999999995,-87.72505699999999,0,5
2011-07-11,T227,41.728495,-87.60096300000001,0,4
2011-07-11,T226,41.793818,-87.654234,0,34
2011-07-11,T224,41.947227000000005,-87.67145699999999,0,12
2011-07-25,T031,41.801497999999995,-87.763416,0,70
2011-07-11,T223,41.973845000000004,-87.805059,0,63
2011-07-11,T221,41.659112,-87.53869300000001,0,3
2011-07-11,T220,41.963976,-87.69181,0,1
2011-07-11,T218,41.948167,-87.730698,0,6
2011-07-11,T212,41.680946,-87.535198,0,7
2011-07-11,T209,41.740641,-87.546587,0,2
2011-07-11,T235,41.776428,-87.627096,0,8
2011-07-11,T900,41.974689,-87.890615,0,507
2011-07-11,T903,41.957799,-87.930995,0,145
2011-07-15,T002,41.95469,-87.800991,0,54
2011-07-15,T003,41.964242,-87.757639,0,104
2011-07-15,T008,42.008314,-87.77792099999999,0,131
2011-07-15,T009,41.992478000000006,-87.862995,0,2
2011-07-15,T011,41.944869,-87.832763,0,74
2011-07-15,T012,41.991429,-87.747113,0,2
2011-07-15,T013,41.923738,-87.785288,0,5
2011-07-15,T017,41.960615999999995,-87.777189,0,3
2011-07-15,T018,42.010412,-87.66214000000001,0,1
2011-07-15,T027,41.984809000000006,-87.728492,0,14
2011-07-15,T028,41.986921,-87.689778,0,1
2011-07-15,T030,41.899229999999996,-87.716788,0,6
2011-07-15,T031,41.801497999999995,-87.763416,0,41
2011-07-15,T033,41.906638,-87.701431,0,5
2011-07-11,T200,41.678618,-87.559308,0,21
2011-07-11,T160,41.903002,-87.68826700000001,0,85
2011-07-11,T155,41.776156,-87.778927,0,1
2011-07-11,T089,41.723195000000004,-87.64997,0,1
2011-07-11,T046,41.891118,-87.65449100000001,0,1
2011-07-11,T047,41.868142,-87.696269,0,98
2011-07-11,T048,41.867108,-87.654224,0,45
2011-07-11,T049,41.896282,-87.655232,0,1
2011-07-11,T054,41.921965,-87.632085,0,10
2011-07-11,T061,41.801179,-87.679447,0,16
2011-07-11,T063,41.82561,-87.726549,0,36
2011-07-11,T065,41.778296999999995,-87.752411,0,19
2011-07-11,T073,41.773215,-87.60088,0,18
2011-07-11,T074,41.822536,-87.66634300000001,0,3
2011-07-11,T080,41.754676,-87.612922,0,4
2011-07-11,T081,41.821582,-87.62779599999999,0,3
2011-07-11,T082,41.803422999999995,-87.642984,0,6
2011-07-11,T083,41.754292,-87.590773,0,1
2011-07-11,T090,41.868077,-87.666901,0,22
2011-07-11,T152,41.846075,-87.716277,0,8
2011-07-11,T094,41.720848,-87.666014,0,25
2011-07-11,T095,41.704336,-87.70373599999999,0,1
2011-07-11,T099,41.733643,-87.55551,0,3
2011-07-11,T102,41.750498,-87.605294,0,16
2011-07-11,T114,41.798697,-87.736812,0,130
2011-07-11,T115,41.673408,-87.599862,0,123
2011-07-11,T128,41.704572,-87.56566600000001,0,9
2011-07-11,T135,41.662014,-87.72460799999999,0,32
2011-07-11,T138,41.726465000000005,-87.585413,0,59
2011-07-11,T144,41.94016,-87.794896,0,3
2011-07-11,T145,41.878114000000004,-87.629798,0,3
2011-07-11,T147,41.932094,-87.700117,0,40
2011-07-11,T148,42.01743,-87.68776899999999,0,27
2011-07-11,T151,41.916265,-87.800515,0,70
2011-07-15,T035,41.763733,-87.742302,0,2
2011-07-15,T039,41.911823999999996,-87.726737,0,1
2011-07-15,T046,41.891118,-87.65449100000001,0,1
2011-07-15,T232,41.912563,-87.66805500000001,0,4
2011-07-15,T209,41.740641,-87.546587,0,6
2011-07-15,T212,41.680946,-87.535198,0,3
2011-07-15,T218,41.948167,-87.730698,0,4
2011-07-15,T220,41.963976,-87.69181,0,5
2011-07-15,T221,41.659112,-87.53869300000001,0,2
2011-07-15,T222,41.925197999999995,-87.746381,0,3
2011-07-15,T223,41.973845000000004,-87.805059,0,128
2011-07-15,T224,41.947227000000005,-87.67145699999999,0,5
2011-07-15,T225,41.743402,-87.731435,0,6
2011-07-15,T226,41.793818,-87.654234,0,29
2011-07-15,T227,41.728495,-87.60096300000001,0,3
2011-07-15,T228,41.951865999999995,-87.72505699999999,0,9
2011-07-15,T230,41.904194,-87.756155,0,2
2011-07-15,T231,41.98728,-87.666066,0,1
2011-07-15,T235,41.776428,-87.627096,0,34
2011-07-15,T160,41.903002,-87.68826700000001,0,5
2011-07-15,T900,41.974689,-87.890615,0,198
2011-07-15,T903,41.957799,-87.930995,0,174
2011-07-25,T002,41.95469,-87.800991,0,29
2011-07-25,T003,41.964242,-87.757639,0,74
2011-07-25,T008,42.008314,-87.77792099999999,0,21
2011-07-25,T009,41.992478000000006,-87.862995,0,1
2011-07-25,T011,41.944869,-87.832763,0,41
2011-07-25,T012,41.991429,-87.747113,0,7
2011-07-25,T013,41.923738,-87.785288,0,9
2011-07-25,T017,41.960615999999995,-87.777189,0,2
2011-07-25,T018,42.010412,-87.66214000000001,0,4
2011-07-25,T027,41.984809000000006,-87.728492,0,34
2011-07-25,T028,41.986921,-87.689778,0,3
2011-07-25,T030,41.899229999999996,-87.716788,0,4
2011-07-15,T200,41.678618,-87.559308,0,9
2011-07-15,T158,41.682587,-87.707973,0,9
2011-07-15,T047,41.868142,-87.696269,0,14
2011-07-15,T089,41.723195000000004,-87.64997,0,1
2011-07-15,T048,41.867108,-87.654224,0,67
2011-07-15,T049,41.896282,-87.655232,0,2
2011-07-15,T054,41.921965,-87.632085,0,28
2011-07-15,T061,41.801179,-87.679447,0,17
2011-07-15,T062,41.800737,-87.71188000000001,0,6
2011-07-15,T063,41.82561,-87.726549,0,4
2011-07-15,T065,41.778296999999995,-87.752411,0,24
2011-07-15,T066,41.77166,-87.703047,0,8
2011-07-15,T073,41.773215,-87.60088,0,34
2011-07-15,T074,41.822536,-87.66634300000001,0,2
2011-07-15,T079,41.766202,-87.562889,0,4
2011-07-15,T080,41.754676,-87.612922,0,7
2011-07-15,T082,41.803422999999995,-87.642984,0,9
2011-07-15,T083,41.754292,-87.590773,0,6
2011-07-15,T090,41.868077,-87.666901,0,69
2011-07-15,T155,41.776156,-87.778927,0,1
2011-07-15,T094,41.720848,-87.666014,0,77
2011-07-15,T099,41.733643,-87.55551,0,20
2011-07-15,T102,41.750498,-87.605294,0,9
2011-07-15,T114,41.798697,-87.736812,0,420
2011-07-15,T115,41.673408,-87.599862,0,308
2011-07-15,T128,41.704572,-87.56566600000001,0,44
2011-07-15,T135,41.662014,-87.72460799999999,0,1
2011-07-15,T138,41.726465000000005,-87.585413,0,71
2011-07-15,T144,41.94016,-87.794896,0,9
2011-07-15,T145,41.878114000000004,-87.629798,0,5
2011-07-15,T147,41.932094,-87.700117,0,3
2011-07-15,T148,42.01743,-87.68776899999999,0,1
2011-07-15,T151,41.916265,-87.800515,0,129
2011-07-15,T152,41.846075,-87.716277,0,11
2011-09-23,T233,42.009876,-87.807277,0,13
2013-06-21,T003,41.964242,-87.757639,0,3
2011-09-23,T238,41.753391,-87.707394,0,10
2013-08-15,T231,41.98728,-87.666066,0,20
2013-08-15,T069,41.768388,-87.678649,0,39
2013-08-15,T073,41.773215,-87.60088,0,11
2013-08-15,T074,41.822536,-87.66634300000001,0,35
2013-08-15,T077,41.778748,-87.586427,0,2
2013-08-15,T079,41.766202,-87.562889,0,20
2013-08-15,T080,41.754676,-87.612922,0,47
2013-08-15,T082,41.803422999999995,-87.642984,0,10
2013-08-15,T083,41.754292,-87.590773,0,3
2013-08-15,T089,41.723195000000004,-87.64997,0,9
2013-08-15,T090,41.868077,-87.666901,0,9
2013-08-15,T095,41.704336,-87.70373599999999,0,5
2013-08-15,T099,41.733643,-87.55551,0,3
2013-08-15,T102,41.750498,-87.605294,0,4
2013-08-15,T114,41.798697,-87.736812,0,57
2013-08-15,T115,41.673408,-87.599862,0,5
2013-08-15,T128,41.704572,-87.56566600000001,0,46
2013-08-15,T135,41.662014,-87.72460799999999,0,18
2013-08-15,T138,41.726465000000005,-87.585413,0,7
2013-08-15,T145,41.878114000000004,-87.629798,0,3
2013-08-15,T147,41.932094,-87.700117,0,7
2013-08-15,T152,41.846075,-87.716277,0,4
2013-08-15,T158,41.682587,-87.707973,0,40
2013-08-15,T159,41.732984,-87.649642,0,44
2013-08-15,T209,41.740641,-87.546587,0,48
2013-08-15,T220,41.963976,-87.69181,0,7
2013-08-15,T221,41.659112,-87.53869300000001,0,23
2013-08-15,T222,41.925197999999995,-87.746381,0,2
2013-08-15,T224,41.947227000000005,-87.67145699999999,0,30
2013-08-15,T225,41.743402,-87.731435,0,21
2013-08-15,T065,41.778296999999995,-87.752411,0,8
2013-08-15,T063,41.82561,-87.726549,0,3
2013-08-15,T062,41.800737,-87.71188000000001,0,6
2013-08-15,T008,42.008314,-87.77792099999999,0,59
2013-08-08,T212,41.680946,-87.535198,0,13
2013-08-08,T220,41.963976,-87.69181,0,9
2013-08-08,T221,41.659112,-87.53869300000001,0,115
2013-08-08,T222,41.925197999999995,-87.746381,0,9
2013-08-08,T224,41.947227000000005,-87.67145699999999,0,5
2013-08-08,T228,41.951865999999995,-87.72505699999999,0,25
2013-08-08,T231,41.98728,-87.666066,0,42
2013-08-08,T232,41.912563,-87.66805500000001,0,14
2013-08-08,T235,41.776428,-87.627096,0,34
2013-08-08,T236,41.994679,-87.770899,0,43
2013-08-08,T903,41.957799,-87.930995,0,3
2013-08-15,T002,41.95469,-87.800991,0,11
2013-08-15,T003,41.964242,-87.757639,0,9
2013-08-15,T009,41.992478000000006,-87.862995,0,33
2013-08-15,T054,41.921965,-87.632085,0,13
2013-08-15,T011,41.944869,-87.832763,0,23
2013-08-15,T012,41.991429,-87.747113,0,19
2013-08-15,T017,41.960615999999995,-87.777189,0,7
2013-08-15,T018,42.010412,-87.66214000000001,0,3
2013-08-15,T027,41.984809000000006,-87.728492,0,9
2013-08-15,T031,41.801497999999995,-87.763416,0,7
2013-08-15,T033,41.906638,-87.701431,0,51
2013-08-15,T035,41.763733,-87.742302,0,18
2013-08-15,T039,41.911823999999996,-87.726737,0,2
2013-08-15,T043,41.857402,-87.694991,0,19
2013-08-15,T046,41.891118,-87.65449100000001,0,11
2013-08-15,T048,41.867108,-87.654224,0,53
2013-08-15,T049,41.896282,-87.655232,0,2
2013-08-15,T228,41.951865999999995,-87.72505699999999,0,11
2013-08-15,T232,41.912563,-87.66805500000001,0,9
2013-08-08,T159,41.732984,-87.649642,0,53
2013-08-15,T233,42.009876,-87.807277,0,34
2013-08-22,T128,41.704572,-87.56566600000001,0,54
2013-08-22,T135,41.662014,-87.72460799999999,0,17
2013-08-22,T138,41.726465000000005,-87.585413,0,10
2013-08-22,T145,41.878114000000004,-87.629798,0,8
2013-08-22,T147,41.932094,-87.700117,0,8
2013-08-22,T151,41.916265,-87.800515,0,21
2013-08-22,T155,41.776156,-87.778927,0,7
2013-08-22,T158,41.682587,-87.707973,0,64
2013-08-22,T159,41.732984,-87.649642,0,49
2013-08-22,T209,41.740641,-87.546587,0,46
2013-08-22,T212,41.680946,-87.535198,0,19
2013-08-22,T221,41.659112,-87.53869300000001,0,20
2013-08-22,T222,41.925197999999995,-87.746381,0,7
2013-08-22,T223,41.973845000000004,-87.805059,0,21
2013-08-22,T224,41.947227000000005,-87.67145699999999,0,28
2013-08-22,T230,41.904194,-87.756155,0,3
2013-08-22,T236,41.994679,-87.770899,0,48
2013-08-22,T903,41.957799,-87.930995,0,2
2013-08-29,T011,41.944869,-87.832763,0,7
2013-08-29,T012,41.991429,-87.747113,0,18
2013-08-29,T013,41.923738,-87.785288,0,124
2013-08-29,T017,41.960615999999995,-87.777189,0,11
2013-08-29,T018,42.010412,-87.66214000000001,0,4
2013-08-29,T027,41.984809000000006,-87.728492,0,5
2013-08-29,T030,41.899229999999996,-87.716788,0,47
2013-08-29,T035,41.763733,-87.742302,0,8
2013-08-29,T043,41.857402,-87.694991,0,3
2013-08-29,T046,41.891118,-87.65449100000001,0,14
2013-08-29,T047,41.868142,-87.696269,0,8
2013-08-22,T115,41.673408,-87.599862,0,44
2013-08-22,T114,41.798697,-87.736812,0,19
2013-08-22,T102,41.750498,-87.605294,0,14
2013-08-22,T054,41.921965,-87.632085,0,15
2013-08-15,T236,41.994679,-87.770899,0,20
2013-08-22,T008,42.008314,-87.77792099999999,0,124
2013-08-22,T009,41.992478000000006,-87.862995,0,95
2013-08-22,T011,41.944869,-87.832763,0,3
2013-08-22,T013,41.923738,-87.785288,0,12
2013-08-22,T017,41.960615999999995,-87.777189,0,9
2013-08-22,T018,42.010412,-87.66214000000001,0,2
2013-08-22,T031,41.801497999999995,-87.763416,0,22
2013-08-22,T035,41.763733,-87.742302,0,5
2013-08-22,T039,41.911823999999996,-87.726737,0,9
2013-08-22,T043,41.857402,-87.694991,0,2
2013-08-22,T046,41.891118,-87.65449100000001,0,24
2013-08-22,T049,41.896282,-87.655232,0,2
2013-08-22,T054C,41.925652,-87.63359,0,30
2013-08-22,T099,41.733643,-87.55551,0,5
2013-08-22,T062,41.800737,-87.71188000000001,0,4
2013-08-22,T065,41.778296999999995,-87.752411,0,2
2013-08-22,T069,41.768388,-87.678649,0,10
2013-08-22,T073,41.773215,-87.60088,0,5
2013-08-22,T074,41.822536,-87.66634300000001,0,11
2013-08-22,T077,41.778748,-87.586427,0,3
2013-08-22,T079,41.766202,-87.562889,0,5
2013-08-22,T080,41.754676,-87.612922,0,26
2013-08-22,T083,41.754292,-87.590773,0,9
2013-08-22,T089,41.723195000000004,-87.64997,0,6
2013-08-22,T090,41.868077,-87.666901,0,49
2013-08-22,T094,41.720848,-87.666014,0,9
2013-08-22,T095,41.704336,-87.70373599999999,0,18
2013-08-08,T209,41.740641,-87.546587,0,48
2013-08-08,T152,41.846075,-87.716277,0,3
2011-09-23,T900,41.974689,-87.890615,0,122
2013-08-01,T083,41.754292,-87.590773,0,7
2013-07-25,T903,41.957799,-87.930995,0,9
2013-08-01,T002,41.95469,-87.800991,0,34
2013-08-01,T008,42.008314,-87.77792099999999,0,174
2013-08-01,T009,41.992478000000006,-87.862995,0,8
2013-08-01,T011,41.944869,-87.832763,0,6
2013-08-01,T012,41.991429,-87.747113,0,65
2013-08-01,T017,41.960615999999995,-87.777189,0,12
2013-08-01,T027,41.984809000000006,-87.728492,0,23
2013-08-01,T028,41.986921,-87.689778,0,67
2013-08-01,T031,41.801497999999995,-87.763416,0,13
2013-08-01,T033,41.906638,-87.701431,0,4
2013-08-01,T035,41.763733,-87.742302,0,4
2013-08-01,T039,41.911823999999996,-87.726737,0,4
2013-08-01,T043,41.857402,-87.694991,0,2
2013-08-01,T046,41.891118,-87.65449100000001,0,16
2013-08-01,T047,41.868142,-87.696269,0,5
2013-08-01,T048,41.867108,-87.654224,0,29
2013-08-01,T049,41.896282,-87.655232,0,10
2013-08-01,T054,41.921965,-87.632085,0,2
2013-08-01,T061,41.801179,-87.679447,0,34
2013-08-01,T062,41.800737,-87.71188000000001,0,3
2013-08-01,T063,41.82561,-87.726549,0,6
2013-08-01,T065,41.778296999999995,-87.752411,0,7
2013-08-01,T066,41.77166,-87.703047,0,24
2013-08-01,T069,41.768388,-87.678649,0,4
2013-08-01,T073,41.773215,-87.60088,0,2
2013-08-01,T074,41.822536,-87.66634300000001,0,5
2013-08-01,T077,41.778748,-87.586427,0,2
2013-08-01,T079,41.766202,-87.562889,0,2
2013-07-25,T900,41.974689,-87.890615,0,270
2013-07-25,T236,41.994679,-87.770899,0,13
2013-07-25,T235,41.776428,-87.627096,0,1
2013-07-25,T159,41.732984,-87.649642,0,70
2013-07-25,T099,41.733643,-87.55551,0,4
2013-07-25,T102,41.750498,-87.605294,0,6
2013-07-25,T114,41.798697,-87.736812,0,24
2013-07-25,T115,41.673408,-87.599862,0,93
2013-07-25,T128,41.704572,-87.56566600000001,0,18
2013-07-25,T135,41.662014,-87.72460799999999,0,55
2013-07-25,T138,41.726465000000005,-87.585413,0,4
2013-07-25,T145,41.878114000000004,-87.629798,0,8
2013-07-25,T147,41.932094,-87.700117,0,3
2013-07-25,T151,41.916265,-87.800515,0,34
2013-07-25,T152,41.846075,-87.716277,0,3
2013-07-25,T155,41.776156,-87.778927,0,4
2013-07-25,T158,41.682587,-87.707973,0,25
2013-07-25,T209,41.740641,-87.546587,0,27
2013-07-25,T233,42.009876,-87.807277,0,16
2013-07-25,T212,41.680946,-87.535198,0,6
2013-07-25,T220,41.963976,-87.69181,0,8
2013-07-25,T221,41.659112,-87.53869300000001,0,166
2013-07-25,T222,41.925197999999995,-87.746381,0,2
2013-07-25,T223,41.973845000000004,-87.805059,0,13
2013-07-25,T224,41.947227000000005,-87.67145699999999,0,11
2013-07-25,T225,41.743402,-87.731435,0,53
2013-07-25,T226,41.793818,-87.654234,0,37
2013-07-25,T227,41.728495,-87.60096300000001,0,60
2013-07-25,T228,41.951865999999995,-87.72505699999999,0,24
2013-07-25,T230,41.904194,-87.756155,0,19
2013-07-25,T231,41.98728,-87.666066,0,3
2013-07-25,T232,41.912563,-87.66805500000001,0,9
2013-08-01,T082,41.803422999999995,-87.642984,0,14
2013-08-01,T089,41.723195000000004,-87.64997,0,9
2013-08-08,T147,41.932094,-87.700117,0,5
2013-08-01,T090,41.868077,-87.666901,0,33
2013-08-08,T031,41.801497999999995,-87.763416,0,4
2013-08-08,T033,41.906638,-87.701431,0,25
2013-08-08,T035,41.763733,-87.742302,0,7
2013-08-08,T039,41.911823999999996,-87.726737,0,25
2013-08-08,T043,41.857402,-87.694991,0,10
2013-08-08,T046,41.891118,-87.65449100000001,0,2
2013-08-08,T047,41.868142,-87.696269,0,10
2013-08-08,T048,41.867108,-87.654224,0,47
2013-08-08,T049,41.896282,-87.655232,0,3
2013-08-08,T054,41.921965,-87.632085,0,4
2013-08-08,T054C,41.925652,-87.63359,0,47
2013-08-08,T062,41.800737,-87.71188000000001,0,34
2013-08-08,T063,41.82561,-87.726549,0,7
2013-08-08,T069,41.768388,-87.678649,0,26
2013-08-08,T073,41.773215,-87.60088,0,3
2013-08-08,T074,41.822536,-87.66634300000001,0,24
2013-08-08,T077,41.778748,-87.586427,0,1
2013-08-08,T079,41.766202,-87.562889,0,4
2013-08-08,T083,41.754292,-87.590773,0,49
2013-08-08,T090,41.868077,-87.666901,0,28
2013-08-08,T094,41.720848,-87.666014,0,64
2013-08-08,T095,41.704336,-87.70373599999999,0,6
2013-08-08,T099,41.733643,-87.55551,0,3
2013-08-08,T102,41.750498,-87.605294,0,9
2013-08-08,T114,41.798697,-87.736812,0,39
2013-08-08,T128,41.704572,-87.56566600000001,0,35
2013-08-08,T135,41.662014,-87.72460799999999,0,61
2013-08-08,T138,41.726465000000005,-87.585413,0,23
2013-08-08,T145,41.878114000000004,-87.629798,0,3
2013-08-08,T028,41.986921,-87.689778,0,55
2013-08-08,T018,42.010412,-87.66214000000001,0,1
2013-08-08,T017,41.960615999999995,-87.777189,0,16
2013-08-01,T159,41.732984,-87.649642,0,25
2013-08-01,T095,41.704336,-87.70373599999999,0,6
2013-08-01,T099,41.733643,-87.55551,0,6
2013-08-01,T102,41.750498,-87.605294,0,9
2013-08-01,T114,41.798697,-87.736812,0,12
2013-08-01,T115,41.673408,-87.599862,0,44
2013-08-01,T128,41.704572,-87.56566600000001,0,27
2013-08-01,T135,41.662014,-87.72460799999999,0,42
2013-08-01,T138,41.726465000000005,-87.585413,0,1
2013-08-01,T145,41.878114000000004,-87.629798,0,2
2013-08-01,T151,41.916265,-87.800515,0,88
2013-08-01,T152,41.846075,-87.716277,0,61
2013-08-01,T155,41.776156,-87.778927,0,6
2013-08-01,T158,41.682587,-87.707973,0,133
2013-08-01,T209,41.740641,-87.546587,0,34
2013-08-08,T012,41.991429,-87.747113,0,56
2013-08-01,T212,41.680946,-87.535198,0,13
2013-08-01,T220,41.963976,-87.69181,0,1
2013-08-01,T222,41.925197999999995,-87.746381,0,2
2013-08-01,T223,41.973845000000004,-87.805059,0,3
2013-08-01,T226,41.793818,-87.654234,0,12
2013-08-01,T228,41.951865999999995,-87.72505699999999,0,44
2013-08-01,T230,41.904194,-87.756155,0,10
2013-08-01,T232,41.912563,-87.66805500000001,0,20
2013-08-01,T233,42.009876,-87.807277,0,19
2013-08-01,T235,41.776428,-87.627096,0,19
2013-08-01,T236,41.994679,-87.770899,0,101
2013-08-01,T903,41.957799,-87.930995,0,44
2013-08-08,T008,42.008314,-87.77792099999999,0,165
2013-08-29,T048,41.867108,-87.654224,0,33
2013-08-29,T049,41.896282,-87.655232,0,5
2013-08-29,T054,41.921965,-87.632085,0,12
2013-09-19,T231,41.98728,-87.666066,0,9
2013-09-19,T079,41.766202,-87.562889,0,1
2013-09-19,T080,41.754676,-87.612922,0,11
2013-09-19,T082,41.803422999999995,-87.642984,0,2
2013-09-19,T083,41.754292,-87.590773,0,2
2013-09-19,T094,41.720848,-87.666014,0,11
2013-09-19,T095,41.704336,-87.70373599999999,0,3
2013-09-19,T099,41.733643,-87.55551,0,3
2013-09-19,T102,41.750498,-87.605294,0,6
2013-09-19,T114,41.798697,-87.736812,0,9
2013-09-19,T115,41.673408,-87.599862,0,18
2013-09-19,T128,41.704572,-87.56566600000001,0,15
2013-09-19,T135,41.662014,-87.72460799999999,0,22
2013-09-19,T138,41.726465000000005,-87.585413,0,16
2013-09-19,T145,41.878114000000004,-87.629798,0,9
2013-09-19,T147,41.932094,-87.700117,0,2
2013-09-19,T151,41.916265,-87.800515,0,36
2013-09-19,T152,41.846075,-87.716277,0,1
2013-09-19,T155,41.776156,-87.778927,0,7
2013-09-19,T158,41.682587,-87.707973,0,38
2013-09-19,T159,41.732984,-87.649642,0,3
2013-09-19,T209,41.740641,-87.546587,0,20
2013-09-19,T212,41.680946,-87.535198,0,3
2013-09-19,T220,41.963976,-87.69181,0,8
2013-09-19,T222,41.925197999999995,-87.746381,0,3
2013-09-19,T223,41.973845000000004,-87.805059,0,12
2013-09-19,T224,41.947227000000005,-87.67145699999999,0,9
2013-09-19,T225,41.743402,-87.731435,0,20
2013-09-19,T226,41.793818,-87.654234,0,4
2013-09-19,T227,41.728495,-87.60096300000001,0,11
2013-09-19,T077,41.778748,-87.586427,0,2
2013-09-19,T074,41.822536,-87.66634300000001,0,1
2013-09-19,T073,41.773215,-87.60088,0,8
2013-09-19,T031,41.801497999999995,-87.763416,0,19
2013-09-12,T230,41.904194,-87.756155,0,115
2013-09-12,T231,41.98728,-87.666066,0,4
2013-09-12,T233,42.009876,-87.807277,0,42
2013-09-12,T236,41.994679,-87.770899,0,15
2013-09-12,T903,41.957799,-87.930995,0,10
2013-09-19,T002,41.95469,-87.800991,0,27
2013-09-19,T003,41.964242,-87.757639,0,5
2013-09-19,T008,42.008314,-87.77792099999999,0,11
2013-09-19,T009,41.992478000000006,-87.862995,0,3
2013-09-19,T017,41.960615999999995,-87.777189,0,10
2013-09-19,T018,42.010412,-87.66214000000001,0,3
2013-09-19,T027,41.984809000000006,-87.728492,0,18
2013-09-19,T028,41.986921,-87.689778,0,14
2013-09-19,T033,41.906638,-87.701431,0,16
2013-09-19,T069,41.768388,-87.678649,0,13
2013-09-19,T035,41.763733,-87.742302,0,20
2013-09-19,T039,41.911823999999996,-87.726737,0,30
2013-09-19,T043,41.857402,-87.694991,0,1
2013-09-19,T046,41.891118,-87.65449100000001,0,1
2013-09-19,T047,41.868142,-87.696269,0,34
2013-09-19,T048,41.867108,-87.654224,0,12
2013-09-19,T049,41.896282,-87.655232,0,1
2013-09-19,T054C,41.925652,-87.63359,0,2
2013-09-19,T061,41.801179,-87.679447,0,13
2013-09-19,T062,41.800737,-87.71188000000001,0,7
2013-09-19,T063,41.82561,-87.726549,0,13
