Date,Station,Latitude,Longitude,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2008-08-02,1,41.995,-87.933,81,65,73.0, 0,59,65,0, 8,0446,1910, ,0,M,0.0,0.0,29.24,29.93,8.4,3,9.2
2008-08-02,2,41.786,-87.752,80,68,74.0,M,60,65,0, 9,-,-, ,M,M,M,0.0,29.28,29.90,8.6,3,9.2
2008-08-03,1,41.995,-87.933,84,61,72.5, 0,61,66,0, 8,0447,1909, ,0,M,0.0,0.0,29.24,29.96,5.3,18,6.0
2008-08-03,2,41.786,-87.752,85,63,74.0,M,61,67,0, 9,-,-, ,M,M,M,0.0,29.30,29.94,5.2,19,6.5
2008-08-04,1,41.995,-87.933,87,70,78.5, 6,68,70,0,14,0448,1908,TS TSRA RA BR,0,M,  T,2.43,29.18,29.90,3.1,18,9.0
2008-08-04,2,41.786,-87.752,88,69,78.5,M,69,71,0,14,-,-,TSRA RA BR HZ VCTS,M,M,M,0.59,29.24,29.89,2.9,19,9.1
2008-08-05,1,41.995,-87.933,87,69,78.0, 5,67,71,0,13,0449,1907,HZ,0,M,0.0,0.0,29.24,29.93,6.2,31,7.4
2008-08-05,2,41.786,-87.752,88,71,79.5,M,69,72,0,15,-,-,BR HZ,M,M,M,0.08,29.30,29.91,2.9,31,6.3
2008-08-06,1,41.995,-87.933,84,67,75.5, 3,60,66,0,11,0450,1906, ,0,M,0.0,0.0,29.29,30.00,6.8,30,8.1
2008-08-06,2,41.786,-87.752,84,67,75.5,M,60,66,0,11,-,-, ,M,M,M,0.01,29.35,29.98,5.4,29,6.9
2008-08-07,1,41.995,-87.933,82,64,73.0, 0,56,63,0, 8,0451,1904, ,0,M,0.0,0.0,29.26,29.98,7.8,34,9.4
2008-08-07,2,41.786,-87.752,81,63,72.0,M,57,63,0, 7,-,-, ,M,M,M,0.01,29.31,29.96,7.1,35,9.1
2008-08-08,1,41.995,-87.933,79,63,71.0,-2,54,61,0, 6,0452,1903, ,0,M,0.0,0.0,29.29,30.01,4.5,2,7.4
2008-08-08,2,41.786,-87.752,78,64,71.0,M,54,61,0, 6,-,-, ,M,M,M,0.0,29.34,29.99,3.5,1,6.7
2008-08-09,1,41.995,-87.933,80,62,71.0,-2,58,62,0, 6,0453,1902, ,0,M,0.0,0.0,29.20,29.92,2.6,31,9.0
2008-08-09,2,41.786,-87.752,78,61,69.5,M,58,63,0, 5,-,-,RA,M,M,M,0.0,29.25,29.91,3.8,28,9.6
2008-08-10,1,41.995,-87.933,74,58,66.0,-7,52,58,0, 1,0454,1900, ,0,M,0.0,0.0,29.31,30.02,8.4,2,9.0
2008-08-10,2,41.786,-87.752,74,61,67.5,M,53,59,0, 3,-,-, ,M,M,M,0.0,29.36,30.00,10.2,2,9.9
2008-08-11,1,41.995,-87.933,77,59,68.0,-5,57,61,0, 3,0455,1859, ,0,M,0.0,0.0,29.30,30.02,3.9,5,6.3
2008-08-11,2,41.786,-87.752,76,60,68.0,M,57,62,0, 3,-,-, ,M,M,M,0.0,29.36,30.01,3.5,5,6.1
2008-08-12,1,41.995,-87.933,77,61,69.0,-4,57,62,0, 4,0456,1858, ,0,M,0.0,0.0,29.17,29.90,3.3,10,3.8
2008-08-12,2,41.786,-87.752,77,62,69.5,M,57,62,0, 5,-,-, ,M,M,M,0.0,29.23,29.89,3.3,10,4.0
2008-08-13,1,41.995,-87.933,79,66,72.5, 0,59,63,0, 8,0457,1856,RA,0,M,0.0,0.06,29.11,29.84,3.0,7,4.6
2008-08-13,2,41.786,-87.752,77,66,71.5,M,59,63,0, 7,-,-, ,M,M,M,0.0,29.17,29.82,3.1,8,5.2
2008-08-14,1,41.995,-87.933,79,63,71.0,-1,60,64,0, 6,0458,1855,BR HZ,0,M,0.0,0.0,29.23,29.93,7.3,3,7.9
2008-08-14,2,41.786,-87.752,78,65,71.5,M,60,64,0, 7,-,-,BR,M,M,M,0.0,29.28,29.91,7.7,3,8.4
2008-08-15,1,41.995,-87.933,78,61,69.5,-2,54,61,0, 5,0459,1854, ,0,M,0.0,0.0,29.44,30.13,6.9,3,7.9
2008-08-15,2,41.786,-87.752,78,61,69.5,M,55,61,0, 5,-,-, ,M,M,M,0.0,29.49,30.11,7.5,4,9.1
2008-08-16,1,41.995,-87.933,83,58,70.5,-1,53,61,0, 6,0500,1852, ,0,M,0.0,0.0,29.40,30.13,5.7,29,6.5
2008-08-16,2,41.786,-87.752,82,59,70.5,M,53,61,0, 6,-,-, ,M,M,M,0.0,29.46,30.11,5.5,29,6.4
2008-08-17,1,41.995,-87.933,84,63,73.5, 2,60,65,0, 9,0501,1851, ,0,M,0.0,0.0,29.28,30.01,7.9,26,8.0
2008-08-17,2,41.786,-87.752,85,63,74.0,M,59,65,0, 9,-,-, ,M,M,M,0.0,29.34,30.00,8.5,25,8.8
2008-08-18,1,41.995,-87.933,85,65,75.0, 3,57,64,0,10,0502,1849, ,0,M,0.0,0.0,29.26,29.98,7.2,27,7.4
2008-08-18,2,41.786,-87.752,85,65,75.0,M,58,65,0,10,-,-, ,M,M,M,0.0,29.33,29.97,6.6,26,7.0
2008-08-19,1,41.995,-87.933,82,63,72.5, 2,64,67,0, 8,0503,1848, ,0,M,0.0,0.0,29.38,30.08,5.9,4,6.7
2008-08-19,2,41.786,-87.752,84,65,74.5,M,64,68,0,10,-,-, ,M,M,M,0.0,29.42,30.05,4.9,5,6.0
2008-08-20,1,41.995,-87.933,81,65,73.0, 2,60,65,0, 8,0504,1846, ,0,M,0.0,0.0,29.40,30.12,6.0,9,7.4
2008-08-20,2,41.786,-87.752,81,67,74.0,M,59,65,0, 9,-,-, ,M,M,M,0.0,29.46,30.10,7.3,10,7.7
2008-08-21,1,41.995,-87.933,82,68,75.0, 4,61,66,0,10,0505,1845,RA,0,M,0.0,0.0,29.31,30.03,6.5,15,8.4
2008-08-21,2,41.786,-87.752,82,69,75.5,M,60,66,0,11,-,-,RA,M,M,M,0.0,29.36,30.02,6.5,14,7.7
2008-08-22,1,41.995,-87.933,83,72,77.5, 7,68,71,0,13,0506,1843,TSRA BR HZ,0,M,0.0,0.09,29.32,30.03,12.7,19,12.8
2008-08-22,2,41.786,-87.752,84,75,79.5,M,69,72,0,15,-,-,RA HZ,M,M,M,0.0,29.39,30.02,11.1,19,11.5
2008-08-23,1,41.995,-87.933,87,68,77.5, 7,66,70,0,13,0508,1842,BR,0,M,0.0,0.0,29.31,30.02,7.6,25,9.4
2008-08-23,2,41.786,-87.752,90,69,79.5,M,68,71,0,15,-,-,BR VCTS,M,M,M,0.0,29.36,30.00,8.3,24,9.6
2008-08-24,1,41.995,-87.933,77,63,70.0,-1,57,62,0, 5,0509,1840, ,0,M,0.0,0.0,29.34,30.05,7.7,3,9.7
2008-08-24,2,41.786,-87.752,78,65,71.5,M,57,63,0, 7,-,-, ,M,M,M,0.0,29.38,30.03,8.7,3,10.0
2008-08-25,1,41.995,-87.933,74,64,69.0,-1,54,60,0, 4,0510,1839, ,0,M,0.0,0.0,29.36,30.08,11.1,5,11.4
2008-08-25,2,41.786,-87.752,74,66,70.0,M,56,61,0, 5,-,-, ,M,M,M,0.0,29.41,30.06,12.7,5,13.1
2008-08-26,1,41.995,-87.933,76,61,68.5,-1,54,60,0, 4,0511,1837, ,0,M,0.0,0.0,29.29,30.03,7.7,7,8.4
2008-08-26,2,41.786,-87.752,75,61,68.0,M,55,61,0, 3,-,-, ,M,M,M,0.0,29.34,30.01,7.9,7,9.5
2008-08-27,1,41.995,-87.933,83,61,72.0, 2,56,63,0, 7,0512,1835, ,0,M,0.0,0.0,29.20,29.93,4.6,7,5.9
2008-08-27,2,41.786,-87.752,82,60,71.0,M,57,63,0, 6,-,-, ,M,M,M,0.0,29.25,29.91,4.2,9,4.7
2008-08-28,1,41.995,-87.933,80,63,71.5, 2,64,67,0, 7,0513,1834,RA BR,0,M,0.0,0.06,29.10,29.82,5.7,19,6.7
2008-08-28,2,41.786,-87.752,81,67,74.0,M,65,68,0, 9,-,-,RA,M,M,M,0.02,29.15,29.80,5.7,19,6.5
2008-08-29,1,41.995,-87.933,85,64,74.5, 5,58,65,0,10,0514,1832,RA BR,0,M,0.0,0.04,29.24,29.93,3.5,35,6.5
2008-08-29,2,41.786,-87.752,84,67,75.5,M,61,66,0,11,-,-,BR HZ,M,M,M,0.0,29.29,29.91,3.6,2,6.1
2008-08-30,1,41.995,-87.933,87,56,71.5, 2,55,62,0, 7,0515,1831, ,0,M,0.0,0.0,29.39,30.09,2.6,24,3.8
2008-08-30,2,41.786,-87.752,87,61,74.0,M,55,64,0, 9,-,-, ,M,M,M,0.0,29.44,30.07,2.0,23,3.2
2008-08-31,1,41.995,-87.933,90,60,75.0, 6,56,64,0,10,0516,1829, ,0,M,0.0,0.0,29.41,30.13,4.8,13,5.4
2008-08-31,2,41.786,-87.752,89,65,77.0,M,57,65,0,12,-,-, ,M,M,M,0.0,29.47,30.11,4.8,12,5.2
2008-09-01,1,41.995,-87.933,90,62,76.0, 8,54,63,0,11,0517,1827, ,0,M,0.0,0.0,29.37,30.09,7.0,14,7.7
2008-09-01,2,41.786,-87.752,89,67,78.0,M,54,64,0,13,-,-, ,M,M,M,0.0,29.42,30.07,7.7,12,7.9
2008-09-02,1,41.995,-87.933,94,65,79.5,12,61,68,0,15,0518,1826,TS,0,M,0.0,0.0,29.31,30.02,3.2,21,4.4
2008-09-02,2,41.786,-87.752,95,68,81.5,M,61,68,0,17,-,-,TS RA,M,M,M,0.0,29.36,30.00,2.8,17,4.5
2008-09-03,1,41.995,-87.933,77,66,71.5, 4,60,64,0, 7,0519,1824,TSRA,0,M,0.0,0.02,29.31,30.02,9.8,1,10.4
2008-09-03,2,41.786,-87.752,77,68,72.5,M,62,65,0, 8,-,-, ,M,M,M,0.0,29.34,29.99,11.2,1,12.1
2008-09-04,1,41.995,-87.933,67,61,64.0,-4,61,62,1, 0,0520,1822,RA BR,0,M,0.0,2.9,29.08,29.82,11.6,3,12.4
2008-09-04,2,41.786,-87.752,68,63,65.5,M,63,64,0, 1,-,-,RA BR,M,M,M,2.68,29.13,29.80,11.2,3,12.2
2008-09-05,1,41.995,-87.933,70,57,63.5,-3,56,59,1, 0,0521,1821, ,0,M,0.0,0.0,29.22,29.93,5.9,34,6.9
2008-09-05,2,41.786,-87.752,68,58,63.0,M,58,60,2, 0,-,-,RA BR,M,M,M,0.01,29.28,29.92,4.3,32,4.7
2008-09-06,1,41.995,-87.933,74,53,63.5,-3,54,58,1, 0,0522,1819,BR,0,M,0.0,0.01,29.28,29.98,4.9,27,5.3
2008-09-06,2,41.786,-87.752,74,56,65.0,M,54,59,0, 0,-,-,RA,M,M,M,0.0,29.34,29.98,5.1,28,5.5
2008-09-07,1,41.995,-87.933,74,55,64.5,-2,51,57,0, 0,0523,1817, ,0,M,0.0,0.0,29.35,30.06,6.4,26,6.6
2008-09-07,2,41.786,-87.752,74,58,66.0,M,52,58,0, 1,-,-, ,M,M,M,0.01,29.41,30.05,7.0,26,7.4
2008-09-08,1,41.995,-87.933,67,52,59.5,-6,52,55,5, 0,0524,1815,RA BR,0,M,0.0,1.23,29.41,30.11,4.6,34,6.2
2008-09-08,2,41.786,-87.752,70,53,61.5,M,54,56,3, 0,-,-,RA BR,M,M,M,1.01,29.45,30.10,4.9,33,6.9
2008-09-09,1,41.995,-87.933,69,49,59.0,-7,45,52,6, 0,0525,1814, ,0,M,0.0,0.0,29.45,30.17,3.9,36,6.4
2008-09-09,2,41.786,-87.752,68,49,58.5,M,46,52,6, 0,-,-, ,M,M,M,0.01,29.51,30.17,3.1,36,5.9
2008-09-10,1,41.995,-87.933,72,48,60.0,-6,48,54,5, 0,0526,1812, ,0,M,0.0,0.0,29.47,30.21,4.3,14,5.1
2008-09-10,2,41.786,-87.752,72,50,61.0,M,47,54,4, 0,-,-, ,M,M,M,0.0,29.54,30.20,4.0,14,4.9
2008-09-11,1,41.995,-87.933,79,55,67.0, 2,57,61,0, 2,0527,1810,RA BR,0,M,0.0,0.0,29.33,30.08,8.9,18,9.8
2008-09-11,2,41.786,-87.752,79,57,68.0,M,57,62,0, 3,-,-,BR,M,M,M,0.0,29.40,30.07,8.6,18,9.4
2008-09-12,1,41.995,-87.933,73,69,71.0, 6,67,68,0, 6,0528,1809,RA DZ BR,0,M,0.0,0.37,29.22,29.96,6.0,22,6.8
2008-09-12,2,41.786,-87.752,73,69,71.0,M,68,69,0, 6,-,-,RA DZ BR,M,M,M,0.62,29.28,29.95,6.6,23,7.1
2008-09-13,1,41.995,-87.933,75,68,71.5, 7,69,70,0, 7,0529,1807,RA BR,0,M,0.0,6.64,28.97,29.71,6.4,21,9.1
2008-09-13,2,41.786,-87.752,77,69,73.0,M,71,72,0, 8,-,-,RA BR,M,M,M,3.07,29.04,29.70,7.2,22,9.7
2008-09-14,1,41.995,-87.933,72,58,65.0, 1,61,62,0, 0,0530,1805,RA BR,0,M,0.0,1.44,28.97,29.67,7.7,31,10.1
2008-09-14,2,41.786,-87.752,72,58,65.0,M,62,63,0, 0,-,-,RA BR,M,M,M,1.75,29.01,29.66,7.2,32,9.9
2008-09-15,1,41.995,-87.933,63,53,58.0,-6,51,55,7, 0,0531,1803, ,0,M,0.0,0.0,29.41,30.10,5.7,34,6.1
2008-09-15,2,41.786,-87.752,65,55,60.0,M,53,56,5, 0,-,-, ,M,M,M,0.01,29.47,30.09,5.9,33,6.3
2008-09-16,1,41.995,-87.933,71,49,60.0,-4,50,55,5, 0,0532,1760, ,0,M,0.0,0.0,29.47,30.19,5.3,23,5.8
2008-09-16,2,41.786,-87.752,71,50,60.5,M,50,55,4, 0,-,-, ,M,M,M,0.0,29.52,30.18,5.3,24,6.2
2008-09-17,1,41.995,-87.933,82,57,69.5, 6,56,60,0, 5,0533,1758, ,0,M,0.0,0.0,29.46,30.18,2.1,29,7.0
2008-09-17,2,41.786,-87.752,83,58,70.5,M,56,61,0, 6,-,-, ,M,M,M,0.0,29.52,30.17,2.2,28,8.1
2008-09-18,1,41.995,-87.933,74,56,65.0, 1,55,60,0, 0,0535,1756, ,0,M,0.0,0.0,29.56,30.28,6.1,9,7.2
2008-09-18,2,41.786,-87.752,74,62,68.0,M,56,60,0, 3,-,-, ,M,M,M,0.0,29.62,30.27,7.2,9,7.9
2008-09-19,1,41.995,-87.933,77,54,65.5, 3,54,59,0, 1,0536,1755, ,0,M,0.0,0.0,29.47,30.20,5.8,19,6.0
2008-09-19,2,41.786,-87.752,79,58,68.5,M,53,60,0, 4,-,-, ,M,M,M,0.0,29.52,30.19,6.1,18,6.8
2008-09-20,1,41.995,-87.933,82,56,69.0, 7,57,61,0, 4,0537,1753, ,0,M,0.0,0.0,29.46,30.17,1.7,16,2.9
2008-09-20,2,41.786,-87.752,82,59,70.5,M,56,62,0, 6,-,-,HZ,M,M,M,0.0,29.51,30.16,2.3,12,3.1
2008-09-21,1,41.995,-87.933,80,58,69.0, 7,61,64,0, 4,0538,1751,FG+ BR HZ,0,M,0.0,0.0,29.55,30.26,3.8,5,4.2
2008-09-21,2,41.786,-87.752,80,60,70.0,M,61,65,0, 5,-,-,BR HZ,M,M,M,0.0,29.60,30.24,3.0,9,3.6
2008-09-22,1,41.995,-87.933,81,61,71.0, 9,59,64,0, 6,0539,1749,BR HZ,0,M,0.0,0.0,29.59,30.31,6.9,11,8.0
2008-09-22,2,41.786,-87.752,82,63,72.5,M,59,64,0, 8,-,-,BR HZ,M,M,M,0.0,29.65,30.30,6.7,12,7.3
2008-09-23,1,41.995,-87.933,82,59,70.5,10,57,62,0, 6,0540,1748, ,0,M,0.0,0.0,29.56,30.29,7.0,15,7.7
2008-09-23,2,41.786,-87.752,83,63,73.0,M,56,63,0, 8,-,-, ,M,M,M,0.0,29.62,30.28,6.6,15,7.6
2008-09-24,1,41.995,-87.933,82,57,69.5, 9,59,63,0, 5,0541,1746,TS TSRA BR HZ,0,M,0.0,0.2,29.54,30.27,2.6,23,4.6
2008-09-24,2,41.786,-87.752,82,62,72.0,M,57,63,0, 7,-,-, ,M,M,M,0.0,29.60,30.25,2.7,21,4.9
2008-09-25,1,41.995,-87.933,77,63,70.0, 9,61,64,0, 5,0542,1744,BR HZ,0,M,0.0,0.0,29.54,30.27,6.9,4,7.5
2008-09-25,2,41.786,-87.752,78,66,72.0,M,61,65,0, 7,-,-,BR HZ,M,M,M,0.0,29.59,30.25,5.4,4,6.0
2008-09-26,1,41.995,-87.933,79,59,69.0, 9,55,60,0, 4,0543,1742,BR,0,M,0.0,0.0,29.42,30.16,3.0,6,4.3
2008-09-26,2,41.786,-87.752,78,60,69.0,M,54,61,0, 4,-,-,BR,M,M,M,0.0,29.47,30.14,3.5,6,4.6
2008-09-27,1,41.995,-87.933,81,53,67.0, 7,54,60,0, 2,0544,1741,BR,0,M,0.0,0.0,29.33,30.06,1.0,3,2.7
2008-09-27,2,41.786,-87.752,80,55,67.5,M,54,60,0, 3,-,-,BR HZ,M,M,M,0.0,29.39,30.04,1.6,7,3.1
2008-09-28,1,41.995,-87.933,68,57,62.5, 4,57,60,2, 0,0545,1739, ,0,M,0.0,0.0,29.41,30.13,7.2,4,7.8
2008-09-28,2,41.786,-87.752,69,60,64.5,M,57,60,0, 0,-,-, ,M,M,M,0.0,29.46,30.11,7.3,4,7.4
2008-09-29,1,41.995,-87.933,64,54,59.0, 0,55,57,6, 0,0546,1737,RA BR,0,M,0.0,0.82,29.26,30.00,3.5,33,4.8
2008-09-29,2,41.786,-87.752,65,56,60.5,M,57,59,4, 0,-,-,RA BR HZ,M,M,M,0.11,29.31,29.99,1.6,33,4.4
2008-09-30,1,41.995,-87.933,59,48,53.5,-5,44,49,11, 0,0547,1735, ,0,M,0.0,0.0,29.21,29.95,11.4,31,11.5
2008-09-30,2,41.786,-87.752,61,48,54.5,M,45,50,10, 0,-,-, ,M,M,M,0.01,29.27,29.94,9.3,31,9.5
2008-10-01,1,41.995,-87.933,61,46,53.5,-4,40,47,11, 0,0548,1734, ,0,M,0.0,0.0,29.24,29.97,11.2,33,11.1
2008-10-01,2,41.786,-87.752,62,46,54.0,M,41,47,M,M,-,-, ,M,M,M,0.0,29.30,29.96,10.9,33,11.0
2008-10-02,1,41.995,-87.933,61,42,51.5,-6,40,47,13, 0,0549,1732, ,0,M,0.0,0.0,29.18,29.91,8.7,28,9.2
2008-10-02,2,41.786,-87.752,62,43,52.5,M,40,47,12, 0,-,-, ,M,M,M,0.0,29.24,29.92,9.5,28,10.1
2008-10-03,1,41.995,-87.933,60,44,52.0,-5,42,47,13, 0,0550,1730,RA,0,M,0.0,0.01,29.34,30.05,6.5,3,7.7
2008-10-03,2,41.786,-87.752,59,49,54.0,M,43,49,11, 0,-,-,RA,M,M,M,0.01,29.40,30.04,6.0,6,8.3
2008-10-04,1,41.995,-87.933,61,38,49.5,-7,38,45,15, 0,0552,1729, ,0,M,0.0,0.0,29.51,30.23,3.2,11,4.4
2008-10-04,2,41.786,-87.752,60,42,51.0,M,39,46,14, 0,-,-, ,M,M,M,0.0,29.57,30.23,3.1,11,4.3
2008-10-05,1,41.995,-87.933,61,41,51.0,-6,43,48,14, 0,0553,1727,RA,0,M,0.0,0.06,29.51,30.25,5.6,11,6.6
2008-10-05,2,41.786,-87.752,61,46,53.5,M,41,49,11, 0,-,-,RA,M,M,M,0.03,29.57,30.24,6.5,11,7.2
2008-10-06,1,41.995,-87.933,69,54,61.5, 6,47,54,3, 0,0554,1725, ,0,M,0.0,0.0,29.49,30.23,10.5,11,10.7
2008-10-06,2,41.786,-87.752,70,56,63.0,M,46,54,2, 0,-,-, ,M,M,M,0.0,29.55,30.23,8.9,12,9.1
2008-10-07,1,41.995,-87.933,63,56,59.5, 4,52,56,5, 0,0555,1724,RA BR,0,M,0.0,0.8,29.24,30.01,10.3,13,11.3
2008-10-07,2,41.786,-87.752,65,56,60.5,M,52,56,4, 0,-,-,RA DZ BR,M,M,M,0.86,29.31,30.01,9.5,14,10.9
2008-10-08,1,41.995,-87.933,64,50,57.0, 1,51,54,8, 0,0556,1722,RA BR,0,M,0.0,0.19,29.13,29.85,7.5,26,8.1
2008-10-08,2,41.786,-87.752,63,52,57.5,M,52,55,7, 0,-,-,RA BR,M,M,M,0.29,29.20,29.86,7.4,26,8.3
2008-10-09,1,41.995,-87.933,69,47,58.0, 3,38,49,7, 0,0557,1720, ,0,M,0.0,0.0,29.36,30.05,5.5,29,5.8
2008-10-09,2,41.786,-87.752,69,48,58.5,M,39,49,6, 0,-,-, ,M,M,M,0.0,29.41,30.05,3.9,29,4.8
2008-10-10,1,41.995,-87.933,72,42,57.0, 2,42,50,8, 0,0558,1719, ,0,M,0.0,0.0,29.47,30.18,4.8,11,6.7
2008-10-10,2,41.786,-87.752,73,46,59.5,M,41,51,5, 0,-,-, ,M,M,M,0.0,29.52,30.17,5.3,11,6.1
2008-10-11,1,41.995,-87.933,79,51,65.0,11,50,57,0, 0,0559,1717, ,0,M,0.0,0.0,29.52,30.24,4.2,14,5.0
2008-10-11,2,41.786,-87.752,80,55,67.5,M,50,57,0, 3,-,-, ,M,M,M,0.0,29.58,30.24,3.9,14,5.0
2008-10-12,1,41.995,-87.933,84,57,70.5,17,56,61,0, 6,0600,1715,BR,0,M,0.0,0.0,29.55,30.27,4.3,15,5.1
2008-10-12,2,41.786,-87.752,86,62,74.0,M,54,62,0, 9,-,-, ,M,M,M,0.0,29.61,30.26,5.8,16,6.3
2008-10-13,1,41.995,-87.933,77,61,69.0,16,58,63,0, 4,0602,1714, ,0,M,0.0,0.0,29.47,30.21,7.7,20,8.1
2008-10-13,2,41.786,-87.752,79,64,71.5,M,57,63,0, 7,-,-, ,M,M,M,0.0,29.54,30.20,8.3,20,8.7
2008-10-14,1,41.995,-87.933,69,53,61.0, 8,43,51,4, 0,0603,1712,RA,0,M,0.0,0.0,29.49,30.22,2.0,30,6.8
2008-10-14,2,41.786,-87.752,70,55,62.5,M,43,52,2, 0,-,-, ,M,M,M,0.0,29.54,30.21,1.5,34,7.2
2008-10-15,1,41.995,-87.933,63,47,55.0, 2,50,53,10, 0,0604,1711,RA BR,0,M,0.0,0.3,29.34,30.06,4.2,32,6.3
2008-10-15,2,41.786,-87.752,64,50,57.0,M,51,54,8, 0,-,-,RA BR,M,M,M,0.24,29.39,30.05,3.6,32,6.8
2008-10-16,1,41.995,-87.933,59,43,51.0,-1,38,44,14, 0,0605,1709, ,0,M,0.0,0.0,29.52,30.25,6.1,35,7.5
2008-10-16,2,41.786,-87.752,59,44,51.5,M,39,45,13, 0,-,-, ,M,M,M,0.0,29.57,30.24,6.7,35,8.0
2008-10-17,1,41.995,-87.933,57,43,50.0,-2,39,44,15, 0,0606,1707, ,0,M,0.0,0.0,29.53,30.26,6.2,36,7.2
2008-10-17,2,41.786,-87.752,56,44,50.0,M,40,46,15, 0,-,-, ,M,M,M,0.0,29.59,30.25,5.8,36,7.2
2008-10-18,1,41.995,-87.933,60,43,51.5, 1,40,45,13, 0,0607,1706,RA BR,0,M,0.0,0.05,29.58,30.32,2.1,7,6.1
2008-10-18,2,41.786,-87.752,60,46,53.0,M,41,47,12, 0,-,-,RA BR,M,M,M,0.14,29.65,30.32,2.4,7,5.3
2008-10-19,1,41.995,-87.933,62,40,51.0, 0,37,45,14, 0,0608,1704, ,0,M,0.0,0.0,29.49,30.24,12.0,19,12.4
2008-10-19,2,41.786,-87.752,62,44,53.0,M,37,46,12, 0,-,-, ,M,M,M,0.0,29.57,30.25,10.6,19,10.9
2008-10-20,1,41.995,-87.933,55,43,49.0,-1,42,46,16, 0,0610,1703,RA BR,0,M,0.0,0.18,29.48,30.21,4.0,31,7.6
2008-10-20,2,41.786,-87.752,56,44,50.0,M,43,47,15, 0,-,-,RA BR,M,M,M,0.31,29.54,30.21,3.2,31,7.4
2008-10-21,1,41.995,-87.933,55,38,46.5,-3,35,42,18, 0,0611,1701, ,0,M,0.0,0.0,29.64,30.37,7.1,2,8.7
2008-10-21,2,41.786,-87.752,55,39,47.0,M,37,43,18, 0,-,-, ,M,M,M,0.0,29.70,30.37,6.7,3,9.2
2008-10-22,1,41.995,-87.933,52,35,43.5,-6,30,40,21, 0,0612,1660, ,0,M,0.0,0.0,29.65,30.39,12.1,12,13.1
2008-10-22,2,41.786,-87.752,54,40,47.0,M,29,40,18, 0,-,-, ,M,M,M,0.0,29.71,30.40,12.0,12,12.6
2008-10-23,1,41.995,-87.933,58,41,49.5, 1,36,44,15, 0,0613,1658,RA,0,M,0.0,0.16,29.50,30.27,11.5,12,11.8
2008-10-23,2,41.786,-87.752,60,40,50.0,M,34,43,15, 0,-,-,RA,M,M,M,0.09,29.56,30.27,10.6,12,10.8
2008-10-24,1,41.995,-87.933,54,44,49.0, 0,44,47,16, 0,0614,1657,TSRA RA BR,0,M,0.0,0.32,29.18,29.96,5.3,19,6.1
2008-10-24,2,41.786,-87.752,56,45,50.5,M,44,47,14, 0,-,-,RA BR,M,M,M,0.63,29.25,29.97,5.6,20,6.9
2008-10-25,1,41.995,-87.933,53,43,48.0, 0,40,44,17, 0,0616,1656,RA DZ BR,0,M,0.0,0.0,29.02,29.77,11.9,22,12.3
2008-10-25,2,41.786,-87.752,53,43,48.0,M,41,45,17, 0,-,-, ,M,M,M,0.0,29.09,29.79,12.8,23,13.2
2008-10-26,1,41.995,-87.933,56,37,46.5,-1,32,41,18, 0,0617,1654,RA,0,M,  T,0.0,29.10,29.80,17.2,27,17.8
2008-10-26,2,41.786,-87.752,56,36,46.0,M,34,41,19, 0,-,-,RA SN,M,M,M,0.01,29.17,29.81,17.5,27,18.4
2008-10-27,1,41.995,-87.933,47,33,40.0,-8,27,35,25, 0,0618,1653, ,0,M,  T,0.0,29.51,30.20,13.7,31,14.4
2008-10-27,2,41.786,-87.752,47,34,40.5,M,28,35,24, 0,-,-,RA SN,M,M,M,0.0,29.57,30.21,13.4,31,13.9
2008-10-28,1,41.995,-87.933,45,31,38.0,-9,23,33,27, 0,0619,1651, ,0,M,0.0,0.0,29.54,30.29,10.5,30,10.9
2008-10-28,2,41.786,-87.752,45,32,38.5,M,23,33,26, 0,-,-, ,M,M,M,0.0,29.60,30.31,9.9,30,10.3
2008-10-29,1,41.995,-87.933,51,32,41.5,-5,24,34,23, 0,0620,1650, ,0,M,0.0,0.0,29.47,30.21,3.7,32,6.2
2008-10-29,2,41.786,-87.752,51,33,42.0,M,25,35,23, 0,-,-, ,M,M,M,0.0,29.54,30.22,1.7,29,6.1
2008-10-30,1,41.995,-87.933,62,31,46.5, 1,32,41,18, 0,0622,1649, ,0,M,0.0,0.0,29.57,30.31,10.5,19,10.4
2008-10-30,2,41.786,-87.752,63,34,48.5,M,31,41,16, 0,-,-, ,M,M,M,0.0,29.65,30.33,9.3,19,9.4
2008-10-31,1,41.995,-87.933,70,48,59.0,13,46,51,6, 0,0623,1647, ,0,M,0.0,0.0,29.57,30.30,5.7,22,7.4
2008-10-31,2,41.786,-87.752,71,49,60.0,M,46,51,5, 0,-,-,HZ,M,M,M,0.0,29.64,30.30,6.0,22,7.9
2009-05-01,1,41.995,-87.933,60,46,53.0, 0,40,47,12, 0,0448,1849,RA,0,M,0.0,0.02,29.26,29.98,8.4,29,8.5
2009-05-01,2,41.786,-87.752,62,48,55.0,M,42,48,10, 0,-,-,RA,M,M,M,0.04,29.33,29.98,8.1,29,8.6
2009-05-02,1,41.995,-87.933,66,44,55.0, 1,33,45,10, 0,0447,1850, ,0,M,0.0,0.0,29.21,29.94,8.8,26,9.2
